t_us,P_x1x2_00,P_x1x2_01,P_x1x2_10,P_x1x2_11,P_state_1110111,P_state_1101011,P_state_1110101,P_state_1110110
0.1901901901901902,0.9877889350279909,0.01206074749946077,0.00014850425937651204,1.8132131731363508e-06,3.347684063506909e-12,2.67881337214066e-10,2.697741800390594e-10,2.697741800390594e-10
0.1926926926926927,0.9876169234443588,0.012228267198632735,0.00015291601479871275,1.8933422110478144e-06,3.648518806978384e-12,2.877982089136469e-10,2.9004491121792116e-10,2.9004491121792116e-10
0.1951951951951952,0.9874577830974841,0.012383154130627547,0.00015709276140795224,1.9700104826609854e-06,3.957614710434594e-12,3.0736648743886165e-10,3.099825050606042e-10,3.099825050606042e-10
0.19769769769769768,0.9873117176704401,0.012525222092148992,0.00016101754095332782,2.042696457743575e-06,4.265839252553171e-12,3.263700136460803e-10,3.2935645589647603e-10,3.2935645589647603e-10
0.20020020020020018,0.9871788591414381,0.012654354253440999,0.00016467567917259737,2.110925948375878e-06,4.557803720782132e-12,3.446000666593245e-10,3.4797950578617964e-10,3.4797950578617964e-10
0.20270270270270271,0.9870592653534911,0.01277050539587405,0.00016805497043429564,2.174280201583952e-06,4.830111747970761e-12,3.618573234938248e-10,3.65675220002301e-10,3.65675220002301e-10
0.20520520520520522,0.9869529179573615,0.012873703805047092,0.00017114583448201643,2.232403108051818e-06,5.092620331727664e-12,3.779564685396897e-10,3.8224125222712264e-10,3.8224125222712264e-10
0.20770770770770772,0.9868597207430035,0.012964052806609148,0.000173941443190265,2.2850071980892334e-06,5.34869828045156e-12,3.927346154938499e-10,3.9747127458764536e-10,3.9747127458764536e-10
0.21021021021021022,0.9867794983661435,0.013041731939769586,0.00017643781566659776,2.3318784189058424e-06,5.582994843177948e-12,4.060580169981426e-10,4.1121658467493336e-10,4.1121658467493336e-10
0.21271271271271272,0.9867119954705305,0.013106997769415688,0.00017863388054619513,2.3728795074893615e-06,5.775689777916398e-12,4.178228950085178e-10,4.2340080878259646e-10,4.2340080878259646e-10
0.21521521521521522,0.9866568761992783,0.013160184343084962,0.00018053150560013652,2.4079520355936263e-06,5.938750918089291e-12,4.2795068089942526e-10,4.339604824400252e-10,4.339604824400252e-10
0.21771771771771772,0.9866137241034081,0.013201703285672902,0.00018213549388837593,2.4371170298265133e-06,6.0914290932780035e-12,4.3639388019729663e-10,4.4282088604779505e-10,4.4282088604779505e-10
0.22022022022022023,0.9865820424529156,0.013232043525012328,0.0001834535479397313,2.4604741328709152e-06,6.228025955803703e-12,4.431431182765733e-10,4.4992927031107877e-10,4.4992927031107877e-10
0.22272272272272273,0.9865612549699286,0.013251770627472693,0.00018449620308542158,2.478199516083531e-06,6.32353450209786e-12,4.4822585843225583e-10,4.5530559579758727e-10,4.5530559579758727e-10
0.22522522522522526,0.9865507070051646,0.013261525720331737,0.00018527673195751755,2.490542544748313e-06,6.372906744683499e-12,4.516972123393153e-10,4.59033611655406e-10,4.59033611655406e-10
0.22772772772772773,0.9865496671749147,0.013262023981069028,0.0001858110226970022,2.497821319232805e-06,6.4011685496491965e-12,4.5363558574935473e-10,4.6120509508297316e-10,4.6120509508297316e-10
0.23023023023023023,0.98655732946662,0.013254052682026656,0.00018611743395469612,2.5004173985074088e-06,6.430499129338716e-12,4.541465630380695e-10,4.6189342206068266e-10,4.6189342206068266e-10
0.23273273273273273,0.9865728158071445,0.013238468792886733,0.00018621663031802773,2.498769650693176e-06,6.442359233406064e-12,4.533674642723515e-10,4.6120369278770466e-10,4.6120369278770466e-10
0.23523523523523523,0.9865951790766652,0.013216196153483444,0.00018613140203222565,2.493367816940632e-06,6.4050466073174826e-12,4.5145806994898027e-10,4.593036621618001e-10,4.593036621618001e-10
0.23773773773773776,0.9866234065470971,0.013188222233962578,0.00018588647339042304,2.4847455488836326e-06,6.3353430805375195e-12,4.485839873745727e-10,4.563875608950156e-10,4.563875608950156e-10
0.24024024024024027,0.9866564237116332,0.013155594510603252,0.0001855083042877877,2.4734734745204486e-06,6.276517493385106e-12,4.449175437664335e-10,4.526350983456598e-10,4.526350983456598e-10
0.24274274274274277,0.9866930984775545,0.01311941648017033,0.00018502488969057978,2.460152584737559e-06,6.232944951637293e-12,4.4064818190216927e-10,4.4821426203186324e-10,4.4821426203186324e-10
0.24524524524524527,0.9867322457002992,0.0130808433301565,0.00018446556180366357,2.4454077411573837e-06,6.1654577928031e-12,4.3598014901776167e-10,4.433139303681629e-10,4.433139303681629e-10
0.24774774774774772,0.9867726320473401,0.013041077271039307,0.0001838607996628211,2.429881958945763e-06,6.059947300886191e-12,4.3111480063103247e-10,4.38150101027183e-10,4.38150101027183e-10
0.2502502502502502,0.9868129794890821,0.013001364205820931,0.0001832420729742575,2.4142321215021157e-06,5.959845854081891e-12,4.262416129151247e-10,4.32937270492557e-10,4.32937270492557e-10
0.2527527527527527,0.9868519299172176,0.012963030523196112,0.00018264044295423874,2.39911663309537e-06,5.899653002663654e-12,4.2155104251469197e-10,4.2787881965077814e-10,4.2787881965077814e-10
0.2552552552552553,0.9868887562257419,0.012926787252243629,0.00018207165211012465,2.38486990383783e-06,5.845604241053501e-12,4.171510989717839e-10,4.230768214061908e-10,4.230768214061908e-10
0.2577577577577578,0.9869230006387667,0.012893081539643775,0.0001815461175952577,2.3717039937159348e-06,5.763346727316488e-12,4.1311048758549313e-10,4.1858819536462605e-10,4.1858819536462605e-10
0.2602602602602603,0.9869542050937987,0.012862361034022936,0.0001810740457466526,2.3598264302626613e-06,5.673212680910165e-12,4.0948175431619117e-10,4.14472350663959e-10,4.14472350663959e-10
0.2627627627627628,0.986981915168399,0.01283507003134844,0.0001806653610858232,2.3494391644605217e-06,5.6178728729948906e-12,4.0630876373595883e-10,4.108020413183939e-10,4.108020413183939e-10
0.2652652652652653,0.9870056853644649,0.012811644197481169,0.0001803296998873985,2.340738168104419e-06,5.5968482479613465e-12,4.03642216827248e-10,4.076516384611739e-10,4.076516384611739e-10
0.2677677677677678,0.987025087338961,0.01279250235401043,0.00018007639458674277,2.3339124435841132e-06,5.567371395721957e-12,4.0154027937566067e-10,4.050758994152597e-10,4.050758994152597e-10
0.2702702702702703,0.9870397182117401,0.012778038183044148,0.00017991446207815247,2.3291431379321216e-06,5.51338965380437e-12,4.000539862446827e-10,4.031094020022125e-10,4.031094020022125e-10
0.2727727727727728,0.987049206574197,0.01276861422753287,0.00017985259511050567,2.3266031577196284e-06,5.473885038263883e-12,3.9922174878635356e-10,4.017953214629295e-10,4.017953214629295e-10
0.2752752752752753,0.9870532145885845,0.012764559797777112,0.00017989915609975556,2.3264575379526894e-06,5.483292310782637e-12,3.9908333956623737e-10,4.0120583853077263e-10,4.0120583853077263e-10
0.27777777777777773,0.9870514358908102,0.012766173071703664,0.00018006217288136866,2.3288646053746063e-06,5.516983807660439e-12,3.9969236341799426e-10,4.0141868421598594e-10,4.0141868421598594e-10
0.2802802802802803,0.9870435904295534,0.012773726256565384,0.0001803493361676337,2.333977714483931e-06,5.530185704196094e-12,4.0110748423519386e-10,4.0247825566334955e-10,4.0247825566334955e-10
0.2827827827827828,0.9870294183994861,0.012787471654719355,0.00018076799865298718,2.341947140737343e-06,5.531136506176665e-12,4.033759215035545e-10,4.044029810932574e-10,4.044029810932574e-10
0.2852852852852853,0.9870086756989495,0.012807646203620775,0.0001813251757509411,2.3529216791740186e-06,5.571473136599663e-12,4.0653571717496137e-10,4.0723766036091214e-10,4.0723766036091214e-10
0.2877877877877878,0.9869811327666199,0.012834472635938472,0.00018202754782907992,2.3670496122202844e-06,5.6658544815727096e-12,4.1063425479639393e-10,4.110741922590189e-10,4.110741922590189e-10
0.2902902902902903,0.9869465774273769,0.01286815663003667,0.00018288146366481368,2.3844789230687834e-06,5.7680010346603744e-12,4.157344711577171e-10,4.160012476456732e-10,4.160012476456732e-10
0.2927927927927928,0.9869048209372857,0.01290888076128992,0.00018389294455320557,2.405356870033374e-06,5.8446174734145686e-12,4.2189919012914023e-10,4.220539097242047e-10,4.220539097242047e-10
0.2952952952952953,0.9868557052687021,0.01295679721369964,0.00018506768836862875,2.4298292308397035e-06,5.932003062040399e-12,4.291792078677111e-10,4.2924705394436115e-10,4.2924705394436115e-10
0.2977977977977978,0.9867991092096229,0.01301202167789603,0.0001864110728561773,2.458039622448175e-06,6.082667771217499e-12,4.376260687574445e-10,4.376524011265654e-10,4.376524011265654e-10
0.3003003003003003,0.9867349512257425,0.013074630487518188,0.00018792815746982518,2.490129268635953e-06,6.282855768546575e-12,4.4731160678752437e-10,4.474005854889276e-10,4.474005854889276e-10
0.3028028028028028,0.9866631881115226,0.013144661967757784,0.00018962368329971725,2.5262374195118514e-06,6.4733367291722676e-12,4.583242260968548e-10,4.585938025409904e-10,4.585938025409904e-10
0.30530530530530536,0.9865838098684308,0.013222121558258982,0.00019150207093475758,2.566502374068414e-06,6.6456187875319464e-12,4.707474062111981e-10,4.712590532175106e-10,4.712590532175106e-10
0.3078078078078078,0.9864968325114222,0.013306989009361926,0.0001935674164039721,2.6110628122884855e-06,6.861775846758789e-12,4.846543906311513e-10,4.854252324003887e-10,4.854252324003887e-10
0.3103103103103103,0.986402291188035,0.013399225267428476,0.0001958234855362856,2.660059001022618e-06,7.160963472059783e-12,5.001284151954831e-10,5.012171508021068e-10,5.012171508021068e-10
0.3128128128128128,0.9863002358605684,0.013498776798862931,0.0001982737071252055,2.713633444978519e-06,7.497264340528048e-12,5.172770387033938e-10,5.18816219203534e-10,5.18816219203534e-10
0.3153153153153153,0.9861907308916154,0.013605576012494522,0.00020092116519377683,2.77193069839857e-06,7.811950312967452e-12,5.362169350823145e-10,5.383330169262823e-10,5.383330169262823e-10
0.3178178178178178,0.9860738584976108,0.013719537815628879,0.00020376859047582568,2.8350962837870655e-06,8.13204900168119e-12,5.570520500779485e-10,5.597865802039014e-10,5.597865802039014e-10
0.3203203203203203,0.9859497246695486,0.013840553704507742,0.00020681835102577333,2.903274916650639e-06,8.53704150605966e-12,5.798806054408435e-10,5.832392928650089e-10,5.832392928650089e-10
0.3228228228228228,0.9858184652782931,0.013968485671556098,0.00021007244171137362,2.976608438722878e-06,9.038104345287505e-12,6.048226114467598e-10,6.088909339987349e-10,6.088909339987349e-10
0.3253253253253253,0.985680249987265,0.014103162306488578,0.00021353247230140434,3.055233946133605e-06,9.559219854247625e-12,6.320260624866191e-10,6.369743937494291e-10,6.369743937494291e-10
0.3278278278278278,0.985535282315651,0.014244378747855066,0.00021719965397737313,3.1392825190511815e-06,1.0058656618825352e-11,6.616411531438223e-10,6.675939101812298e-10,6.675939101812298e-10
0.3303303303303304,0.985383795480506,0.014391900856404096,0.00022107478435937048,3.2288787303824183e-06,1.0605152132531252e-11,6.938019027964443e-10,7.007579472213472e-10,7.007579472213472e-10
0.3328328328328329,0.9852260450586954,0.014545472569036794,0.0002251582314571006,3.324140813444991e-06,1.1281840299297063e-11,7.286447131085603e-10,7.365797262537977e-10,7.365797262537977e-10
0.3353353353353353,0.9850623005741028,0.014704824327546719,0.0002294499172381041,3.4251811112749313e-06,1.2059061738025445e-11,7.663355650804563e-10,7.753461496459482e-10,7.753461496459482e-10
0.33783783783783783,0.9848928384779723,0.014869680114042485,0.00023394930168614114,3.5321062995205933e-06,1.2838852590031809e-11,8.070611764270206e-10,8.173271194037729e-10,8.173271194037729e-10
0.34034034034034033,0.9847179385150431,0.015039761099944678,0.00023865536810089994,3.6450169112190117e-06,1.3613903181235059e-11,8.509936612262798e-10,8.625943730533431e-10,8.625943730533431e-10
0.34284284284284283,0.9845378843180193,0.015214785065794328,0.00024356661030580106,3.764005879048274e-06,1.4495056085298342e-11,8.982813902221263e-10,9.111375901575892e-10,9.111375901575892e-10
0.34534534534534533,0.9843529676313395,0.015394462190467108,0.00024868102208575103,3.889156107641183e-06,1.555157396381245e-11,9.490813732727662e-10,9.631306378717312e-10,9.631306378717312e-10
0.34784784784784784,0.9841634943161973,0.015578489057539655,0.00025399608885124975,4.020537411476892e-06,1.6703768254062533e-11,1.0035840244668672e-09,1.018945032185422e-09,1.018945032185422e-09
0.35035035035035034,0.9839697896645486,0.015766543350783892,0.0002595087812731427,4.15820339394883e-06,1.7844760677331333e-11,1.0619897725521804e-09,1.0788561692037994e-09,1.0788561692037994e-09
0.3528528528528529,0.9837722007651762,0.0159582814953682,0.00026521555055620014,4.302188900989902e-06,1.901759945913292e-11,1.1244702273769012e-09,1.1428640574342547e-09,1.1428640574342547e-09
0.3553553553553554,0.9835710946457209,0.016153340520599153,0.000271112325157921,4.452508521576805e-06,2.0369983789318856e-11,1.1911732880101644e-09,1.2109216948262515e-09,1.2109216948262515e-09
0.3578578578578579,0.9833668523261504,0.016351344008509575,0.0002771945090590287,4.609156280352513e-06,2.1937881775209322e-11,1.2622660070444564e-09,1.283261732706224e-09,1.283261732706224e-09
0.3603603603603604,0.9831598602865593,0.016551910625109464,0.0002834569820383773,4.7721062907071075e-06,2.3586105641660464e-11,1.3379477906240387e-09,1.3603218846323514e-09,1.3603218846323514e-09
0.3628628628628629,0.9829505017225262,0.016754662860969355,0.0002898941026738344,4.941313834130868e-06,2.5215084721193208e-11,1.4184067067042933e-09,1.4423349138622637e-09,1.4423349138622637e-09
0.36536536536536535,0.9827391500482252,0.016959233520692327,0.0002964997148913177,5.116716194760178e-06,2.6931534230062876e-11,1.503778283687231e-09,1.5291769205474035e-09,1.5291769205474035e-09
0.36786786786786785,0.9825261663813687,0.017165268227207254,0.0003032671587707199,5.298232653364605e-06,2.890955076266376e-11,1.5941670972982863e-09,1.6207360390714309e-09,1.6207360390714309e-09
0.37037037037037035,0.982311901437572,0.01737242351310667,0.0003101892859935085,5.485763329356763e-06,3.113145562781438e-11,1.6896985597820107e-09,1.7172903266205958e-09,1.7172903266205958e-09
0.37287287287287285,0.9820967008022246,0.017580361530938865,0.00031725847985142113,5.679186984512804e-06,3.340484292589019e-11,1.7905194017702676e-09,1.819312281688205e-09,1.819312281688205e-09
0.37537537537537535,0.981880911420112,0.01778874354229236,0.00032446667926636194,5.878358330911844e-06,3.5655637103622186e-11,1.8967399167397146e-09,1.9269330041141555e-09,1.9269330041141555e-09
0.3778778778778779,0.9816648867293651,0.017997224759018885,0.0003318054059635815,6.083105653375239e-06,3.8064193106623225e-11,2.008402240456476e-09,2.0398452149626243e-09,2.0398452149626243e-09
0.3803803803803804,0.9814489883128267,0.01820545266371737,0.00033926579390722067,6.293229549344915e-06,4.0816260793684205e-11,2.1255258081060463e-09,2.1578381580978946e-09,2.1578381580978946e-09
0.3828828828828829,0.9812335830978176,0.018413069778513282,0.0003468386203664759,6.5085033035286005e-06,4.382057219968657e-11,2.2481650235892043e-09,2.281215959475036e-09,2.281215959475036e-09
0.3853853853853854,0.9810190366233805,0.01861972036329239,0.0003545143383796539,6.728674950564393e-06,4.682943015040488e-11,2.376388705009254e-09,2.4104510842184072e-09,2.4104510842184072e-09
0.3878878878878879,0.9808057042014827,0.01882505921705962,0.00036228311086395097,6.953470593496379e-06,4.981309698974985e-11,2.510202914091661e-09,2.545516008077293e-09,2.545516008077293e-09
0.3903903903903904,0.9805939225089536,0.019028760045919253,0.0003701348469477333,7.182598178091333e-06,5.303210047784107e-11,2.6495266934986787e-09,2.6858652680912768e-09,2.6858652680912768e-09
0.3928928928928929,0.9803840040310625,0.019230520976944457,0.00037805924120583474,7.415750786820187e-06,5.666709527983108e-11,2.7942575821015175e-09,2.8311579612628397e-09,2.8311579612628397e-09
0.39539539539539537,0.9801762358749772,0.0194300657000516,0.00038604581629397405,7.652608678232253e-06,6.053522559655098e-11,2.9443297899406113e-09,2.9817096516616317e-09,2.9817096516616317e-09
0.39789789789789787,0.9799708830725331,0.01962714011871135,0.00039408396901248504,7.8928397420145e-06,6.433732933777624e-11,3.099673024108214e-09,3.137971722831483e-09,3.137971722831483e-09
0.40040040040040037,0.9797681950451256,0.01982150583702056,0.00040216301921279675,8.13609863916826e-06,6.810604312041887e-11,3.2601267261281095e-09,3.2997212652322e-09,3.2997212652322e-09
0.4029029029029029,0.979568412877873,0.02001293283628611,0.00041027226040970855,8.382025433239386e-06,7.218726007485285e-11,3.425439281474636e-09,3.4661376936663656e-09,3.4661376936663656e-09
0.40540540540540543,0.979371774786845,0.020201193957685198,0.0004184010106898525,8.63024478118633e-06,7.674021645696319e-11,3.595364497841858e-09,3.6367331288816557e-09,3.6367331288816557e-09
0.40790790790790793,0.979178517758164,0.020386063212583287,0.00042653866261113866,8.880366641892819e-06,8.147404672220439e-11,3.7697213405123224e-09,3.81183860340341e-09,3.81183860340341e-09
0.41041041041041043,0.9789888746012135,0.020567318678540725,0.0004346747312202662,9.131989025640904e-06,8.604285725009684e-11,3.9483271343429675e-09,3.9918921837349076e-09,3.9918921837349076e-09
